timestamp,home,pts_home,away,pts_away,tv,notes
2014-11-22 16:00:00,Louisiana-Monroe,30,New Mexico State,17,"Altitude, ESPN3.com",
2014-11-22 15:30:00,Louisville,31,Notre Dame,28,NBC,
2014-11-22 12:00:00,Marshall,23,Alabama-Birmingham,18,American Sports Network,
2014-11-22 15:30:00,Maryland,23,Michigan,16,Big Ten Network,
2014-11-22 16:00:00,South Florida,20,Memphis,31,ESPNews,
2014-11-22 12:00:00,Rutgers,3,Michigan State,45,Big Ten Network,
2014-11-22 19:00:00,Florida Atlantic,34,Middle Tennessee State,35,"ASN, CSN-CHI",
2014-11-22 12:00:00,Minnesota,28,Nebraska,24,ESPN,
2014-11-22 19:30:00,Vanderbilt,0,Mississippi State,51,SEC Network,
2014-11-22 19:30:00,Missouri,29,Tennessee,21,ESPN,
2014-11-22 15:30:00,Florida International,14,North Texas,17,American Sports Network,
2014-11-22 12:00:00,Northwestern,38,Purdue,14,ESPN U,
2014-11-22 12:00:00,Indiana,27,Ohio State,42,Big Ten Network,
2014-11-22 12:00:00,Kansas,7,Oklahoma,44,FS1,
2014-11-22 13:00:00,Louisiana Tech,27,Old Dominion,30,FCS,
2014-11-22 16:30:00,Colorado,10,Oregon,44,Pac-12 Network,
2014-11-22 15:30:00,Syracuse,7,Pittsburgh,30,ESPN U,
2014-11-22 12:00:00,South Alabama,12,South Carolina,37,FSN,
2014-11-22 16:00:00,Stanford,38,California,17,FS1,
2014-11-22 15:30:00,Texas Tech,34,Iowa State,31,FSN,
2014-11-22 20:00:00,Southern California,20,UCLA,38,ABC,
2014-11-22 19:00:00,Miami (FL),13,Virginia,30,ESPN 2,
2014-11-22 12:30:00,Virginia Tech,3,Wake Forest,6,ACC Network,
2014-11-22 22:30:00,Oregon State,13,Washington,37,Pac-12 Network,
2014-11-22 12:00:00,Texas-San Antonio,7,Western Kentucky,45,"FSN, MSG+",
2014-11-22 13:00:00,Western Michigan,32,Central Michigan,20,ESPN3.com,
2014-11-22 15:30:00,Wisconsin,26,Iowa,24,ABC (ESPN 2 mirror),
2014-11-25 19:00:00,Ohio,24,Miami (OH),21,ESPN 2,
2014-11-27 19:30:00,Louisiana State,23,Texas A&M,17,ESPN,
2014-11-27 19:30:00,Texas Christian,48,Texas,10,FS1,
2014-11-28 15:30:00,Colorado State,24,Air Force,27,CBSSN,
2014-11-28 15:30:00,Arizona State,35,Arizona,42,FOX,
2014-11-28 13:00:00,Ball State,41,Bowling Green State,24,ESPN3.com,
2014-11-28 13:00:00,Buffalo,41,Massachusetts,21,ESPN3.com,
2014-11-28 12:00:00,Central Florida,16,South Florida,0,ESPN 2,
2014-11-28 20:30:00,East Carolina,49,Tulsa,32,ESPN U,
2014-11-28 12:00:00,Houston,35,Southern Methodist,9,CBSSN,
2014-11-28 13:00:00,Akron,24,Kent State,27,ESPN3.com,
2014-11-28 14:30:00,Arkansas,14,Missouri,21,CBS,
2014-11-28 15:00:00,Navy,42,South Alabama,40,ESPN3.com,
2014-11-28 12:00:00,Nebraska,37,Iowa,34,ABC,
2014-11-28 11:00:00,Northern Illinois,31,Western Michigan,21,ESPN U,
2014-11-28 15:30:00,Stanford,31,UCLA,10,ABC,
2014-11-28 13:00:00,Toledo,52,Eastern Michigan,16,ESPN3.com,
2014-11-28 20:00:00,Virginia,20,Virginia Tech,24,ESPN,
2014-11-28 12:00:00,Western Kentucky,67,Marshall,66,FS1,
2014-11-29 19:45:00,Auburn,44,Alabama,55,ESPN,
2014-11-29 15:30:00,Alabama-Birmingham,45,Southern Mississippi,24,"ASN, CSN-CA",
2014-11-29 14:00:00,Idaho,28,Appalachian State,45,ESPN3.com,
2014-11-29 15:00:00,New Mexico State,35,Arkansas State,68,ESPN3.com,
2014-11-29 15:30:00,Texas Tech,46,Baylor,48,ABC (ESPN 2 mirror),"AT&T Stadium - Arlington, TX"
2014-11-29 22:15:00,Utah State,19,Boise State,50,ESPN 2,
2014-11-29 12:30:00,Syracuse,7,Boston College,28,"CSN, YES, STO, FS-SD, PT",
2014-11-29 16:30:00,Brigham Young,42,California,35,Pac-12 Network,
2014-11-29 12:00:00,Cincinnati,14,Temple,6,ESPNews,
2014-11-29 12:00:00,South Carolina,17,Clemson,35,ESPN,
2014-11-29 19:00:00,Wake Forest,21,Duke,41,ESPN U,
2014-11-29 15:30:00,Florida,19,Florida State,24,ESPN,
2014-11-29 19:00:00,Hawaii,21,Fresno State,28,Mountain West Network,
2014-11-29 18:00:00,Louisiana-Monroe,16,Georgia Southern,22,ESPN3.com,
2014-11-29 12:00:00,Georgia Tech,30,Georgia,24,SEC Network,
2014-11-29 12:00:00,Illinois,47,Northwestern,33,ESPN U,
2014-11-29 12:00:00,Purdue,16,Indiana,23,Big Ten Network,
2014-11-29 16:00:00,Kansas,13,Kansas State,51,FS1,
2014-11-29 12:00:00,Rice,31,Louisiana Tech,76,CBSSN,
2014-11-29 12:30:00,Louisiana-Lafayette,42,Troy,23,ESPN3.com,
2014-11-29 12:00:00,Kentucky,40,Louisville,44,ESPN 2,
2014-11-29 16:00:00,Connecticut,10,Memphis,41,ESPNews,
2014-11-29 15:30:00,Michigan State,34,Penn State,10,ABC (ESPN 2 mirror),
2014-11-29 15:30:00,Mississippi State,17,Mississippi,31,CBS,
2014-11-29 22:30:00,Nevada,49,Nevada-Las Vegas,27,ESPN U,
2014-11-29 15:00:00,Wyoming,30,New Mexico,36,"ROOT-NW, RM, SW",
2014-11-29 12:30:00,North Carolina State,35,North Carolina,7,ACC Network,
2014-11-29 12:00:00,Michigan,28,Ohio State,42,ABC,
2014-11-29 12:00:00,Old Dominion,31,Florida Atlantic,28,"MyTVZ33, Sinclair",
2014-11-29 20:00:00,Oregon,47,Oregon State,19,ABC,
2014-11-29 19:00:00,Pittsburgh,35,Miami (FL),23,ESPN 2,
2014-11-29 15:30:00,Rutgers,41,Maryland,38,ESPN U,
2014-11-29 15:30:00,San Jose State,7,San Diego State,38,CBSSN,
2014-11-29 15:30:00,Notre Dame,14,Southern California,49,FOX,
2014-11-29 16:00:00,Tennessee,24,Vanderbilt,17,SEC Network,
2014-11-29 14:00:00,Texas State,54,Georgia State,31,ESPN3.com,
2014-11-29 19:00:00,Middle Tennessee State,21,Texas-El Paso,24,"ASN, CSN-CA",
2014-11-29 12:00:00,North Texas,27,Texas-San Antonio,34,"FSN-SW, MW, W, MSG+",
2014-11-29 13:00:00,Utah,38,Colorado,34,Pac-12 Network,
2014-11-29 22:30:00,Washington,31,Washington State,13,FS1,
2014-11-29 12:00:00,West Virginia,37,Iowa State,24,FS1,
2014-11-29 15:30:00,Minnesota,24,Wisconsin,34,Big Ten Network,
2014-12-04 19:30:00,Central Florida,32,East Carolina,30,ESPN,
2014-12-05 19:00:00,Bowling Green State,17,Northern Illinois,51,ESPN 2,"Mid-American Championship - Ford Field - Detroit, MI"
2014-12-05 21:00:00,Arizona,13,Oregon,51,FOX,"Pac-12 Championship - Levi`s Stadium - Santa Clara, CA"
2014-12-06 16:00:00,Missouri,13,Alabama,42,CBS,"SEC Championship - Georgia Dome - Atlanta, GA"
2014-12-06 19:45:00,Kansas State,27,Baylor,38,ESPN,
2014-12-06 22:00:00,Fresno State,14,Boise State,28,CBS,
2014-12-06 12:00:00,Houston,31,Cincinnati,38,ESPN,"Paul Brown Stadium - Cincinnati, OH"
2014-12-06 20:00:00,Georgia Tech,35,Florida State,37,ABC,"ACC Championship - Bank of America Stadium - Charlotte, NC"
2014-12-06 12:00:00,Louisiana Tech,23,Marshall,26,ESPN 2,
2014-12-06 20:17:00,Wisconsin,0,Ohio State,59,FOX,"Big Ten Championship - Lucas Oil Stadium - Indianapolis, IN"
2014-12-06 15:30:00,Oklahoma State,38,Oklahoma,35,FS1,
2014-12-06 12:00:00,Southern Methodist,27,Connecticut,20,CBSSN,
2014-12-06 19:30:00,Temple,10,Tulane,3,ESPN 2,
2014-12-06 12:00:00,Iowa State,3,Texas Christian,55,ABC,
2014-12-13 15:00:00,Army,10,Navy,17,CBS,"M&T Bank Stadium - Baltimore, MD"
2014-12-20 17:45:00,Western Michigan,24,Air Force,38,ESPN,"Famous Idaho Potato Bowl - Bronco Stadium, Boise, ID"
2014-12-20 21:15:00,South Alabama,28,Bowling Green State,33,ESPN,"Raycom Media Camellia Bowl - Cramton Bowl, Montgomery, AL"
2014-12-20 11:00:00,Nevada,3,Louisiana-Lafayette,16,ESPN,"R+L Carriers New Orleans Bowl - Mercedes-Benz Superdome, New Orleans, LA"
2014-12-20 15:30:00,Colorado State,10,Utah,45,ABC,"Royal Purple Las Vegas Bowl - Sam Boyd Stadium, Las Vegas, NV"
2014-12-20 14:20:00,Texas-El Paso,6,Utah State,21,ESPN,"Gildan New Mexico Bowl - University Stadium, Albuquerque, NM"
2014-12-22 14:00:00,Brigham Young,48,Memphis,55,ESPN,"Miami Beach Bowl - Marlins Park - Miami, FL"
2014-12-23 18:00:00,Northern Illinois,23,Marshall,52,ESPN,"Boca Raton Bowl - FAU Stadium - Boca Raton, FL"
2014-12-23 21:30:00,San Diego State,16,Navy,17,ESPN,"San Diego County Credit Union Poinsettia Bowl - Qualcomm Stadium, San Diego, CA"
2014-12-24 20:00:00,Fresno State,6,Rice,30,ESPN,"Hawaii Bowl - Hawaiian Airlines Field at Aloha Stadium, Honolulu, HI"
2014-12-24 12:00:00,Central Michigan,48,Western Kentucky,49,ESPN,"Popeyes Bahamas Bowl - Thomas Robinson National Stadium - Nassau, Bahamas"
2014-12-26 13:00:00,Illinois,18,Louisiana Tech,35,ESPN,"Zaxby`s Heart of Dallas Bowl - Cotton Bowl - Dallas, TX"
2014-12-26 20:00:00,Central Florida,27,North Carolina State,34,ESPN,"Bitcoin St. Petersburg Bowl - Tropicana Field, St. Petersburg, FL"
2014-12-26 16:30:00,North Carolina,21,Rutgers,40,ESPN,"Quick Lane Bowl - Ford Field, Detroit, MI"
2014-12-27 14:10:00,Duke,31,Arizona State,36,CBS,"Hyundai Sun Bowl - Sun Bowl Stadium, El Paso, TX"
2014-12-27 16:30:00,Boston College,30,Penn State,31,ESPN,"New Era Pinstripe Bowl - Yankee Stadium, Bronx, New York"
2014-12-27 15:30:00,Miami (FL),21,South Carolina,24,ABC,"Duck Commander Independence Bowl - Independence Stadium, Shreveport, LA"
2014-12-27 20:00:00,Nebraska,42,Southern California,45,ESPN,"National University Holiday Bowl - Qualcomm Stadium, San Diego, CA"
2014-12-27 13:00:00,Cincinnati,17,Virginia Tech,33,ESPN,"Military Bowl - Navy-Marine Corps Memorial Stadium, Annapolis, MD"
2014-12-29 21:00:00,Texas,7,Arkansas,31,ESPN,"Advocare V100 Texas Bowl - NRG Stadium, Houston, TX"
2014-12-29 17:30:00,Oklahoma,6,Clemson,40,ESPN,"Russell Athletic Bowl - Florida Citrus Bowl - Orlando, FL"
2014-12-29 14:00:00,West Virginia,37,Texas A&M,45,ESPN,"AutoZone Liberty Bowl - Liberty Bowl Memorial Stadium, Memphis, TN"
2014-12-30 18:45:00,Louisville,14,Georgia,37,ESPN,"Belk Bowl - Bank of America Stadium, Charlotte, NC"
2014-12-30 15:00:00,Louisiana State,28,Notre Dame,31,ESPN,"Franklin American Mortgage Music City Bowl - LP Field, Nashville, TN"
2014-12-30 22:00:00,Maryland,21,Stanford,45,ESPN,"Foster Farms Bowl - Levi`s Stadium, Santa Clara, CA"
2014-12-31 16:00:00,Arizona,30,Boise State,38,ESPN,"Fiesta Bowl - University of Phoenix Stadium - Glendale, AZ"
2014-12-31 20:00:00,Mississippi State,34,Georgia Tech,49,ESPN,"Orange Bowl - Sun Life Stadium - Miami Gardens, FL"
2014-12-31 12:30:00,Mississippi,3,Texas Christian,42,ESPN,"Chick-fil-A Peach Bowl - Georgia Dome - Atlanta, GA"
2015-01-01 12:30:00,Baylor,41,Michigan State,42,ESPN,"Goodyear Cotton Bowl Classic - AT&T Stadium - Arlington, TX"
2015-01-01 13:00:00,Minnesota,17,Missouri,33,ABC,"Buffalo Wild Wings Citrus Bowl - Florida Citrus Bowl - Orlando, FL"
2015-01-01 21:00:00,Alabama,35,Ohio State,42,ESPN,"Allstate Sugar Bowl - Mercedes-Benz Superdome - New Orleans, LA"
2015-01-01 17:00:00,Florida State,20,Oregon,59,ESPN,"Rose Bowl - Rose Bowl - Pasadena, CA"
2015-01-01 12:00:00,Auburn,31,Wisconsin,34,ESPN 2,"Outback Bowl - Raymond James Stadium, Tampa, FL"
2015-01-02 12:00:00,Pittsburgh,34,Houston,35,ESPN,"Lockheed Martin Armed Forces Bowl - Amon G. Carter Stadium, Fort Worth, TX"
2015-01-02 22:15:00,Washington,22,Oklahoma State,30,ESPN,"TicketCity Cactus Bowl - Sun Devil Stadium, Tempe, AZ"
2015-01-02 15:20:00,Iowa,28,Tennessee,45,ESPN,"TaxSlayer Bowl - EverBank Field, Jacksonville, FL"
2015-01-02 18:45:00,Kansas State,35,UCLA,40,ESPN,"Valero Alamo Bowl - Alamodome, San Antonio, TX"
2015-01-03 12:00:00,East Carolina,20,Florida,28,ESPN,"Birmingham Bowl - Legion Field, Birmingham, AL"
2015-01-04 21:00:00,Arkansas State,44,Toledo,63,ESPN,"GoDaddy Bowl - Ladd-Peebles Stadium, Mobile, AL"
2015-01-12 20:30:00,Oregon,20,Ohio State,42,ESPN,"College Football Championship - AT&T Stadium - Arlington, TX"
